0x32294L,2,0,1,0,11,2,0,0,2,0,0,0,1,0,8,
0x322c4L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
0x322c8L,1,0,0,0,6,1,0,0,1,0,0,0,0,1,4,
0x322e0L,1,0,2,0,5,0,0,0,0,0,0,0,2,0,3,
0x322f4L,1,0,1,0,4,0,0,0,0,1,0,0,1,0,2,
0x32304L,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,
0x3230cL,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,
0x32314L,1,0,1,0,3,0,0,0,0,0,0,0,1,0,2,
0x32320L,2,0,1,0,4,0,1,0,0,1,0,0,1,0,2,
0x32330L,0,0,1,0,4,0,0,0,0,0,0,0,1,0,3,
0x32340L,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,
0x32348L,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,
0x32350L,2,0,2,0,7,0,0,0,0,0,0,0,2,0,5,
0x3236cL,3,0,3,0,11,0,0,0,0,0,0,0,3,0,8,
0x32398L,2,0,2,0,6,0,0,0,0,0,0,0,2,0,4,
0x323b0L,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,
0x323b8L,2,0,2,0,6,0,0,0,0,0,0,0,2,0,4,
0x323d0L,2,0,2,0,7,0,0,0,0,0,0,0,2,0,5,
0x323ecL,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,
0x323f4L,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,
0x323fcL,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,
0x32404L,2,0,2,0,7,0,0,0,0,0,0,0,2,0,5,
0x32420L,2,0,2,0,6,0,0,0,0,0,0,0,2,0,4,
0x32438L,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,
0x32440L,3,0,3,0,11,0,0,0,0,0,0,0,3,0,8,
0x3246cL,2,0,2,0,6,0,0,0,0,0,0,0,2,0,4,
0x32484L,2,0,2,0,5,0,0,0,0,0,0,0,2,0,3,
0x32498L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
0x3249cL,1,0,2,0,6,0,0,0,0,0,0,0,2,0,4,
0x324b4L,1,0,1,0,3,0,0,0,0,0,0,0,1,0,2,
0x324c0L,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,
0x324c8L,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,
